,type,entry_time,exit_time,entry_price_bnf,exit_price_bnf,entry_price_nft,exit_price_nft,pnl
248,short_bnf-short_nifty,2020-10-27 13:15:00,2020-10-29 13:15:00,11885.55,11678.85,24761.9,24121.1,-26355.00000000002
249,short_bnf-short_nifty,2020-10-29 15:15:00,2020-10-30 11:15:00,11667.8,11579.4,24088.25,23741.75,-13082.499999999982
250,long_bnf-long_nifty,2020-10-30 13:15:00,2020-11-02 11:15:00,11648.65,11620.55,23906.25,24652.05,17239.999999999964
251,short_bnf-short_nifty,2020-11-02 13:15:00,2020-11-13 09:15:00,11656.65,12700.65,24808.45,28111.95,134787.5
252,long_bnf-long_nifty,2020-11-13 11:15:00,2020-11-13 15:15:00,12691.1,12723.1,28211.15,28466.0,7971.249999999964
253,short_bnf-short_nifty,2020-11-17 11:15:00,2020-11-20 11:15:00,12843.7,12813.85,28890.7,29029.7,1982.4999999999818
254,short_bnf-short_nifty,2020-11-20 13:15:00,2020-11-23 11:15:00,12866.1,12903.15,29261.5,29062.75,-3116.2500000000364
255,long_bnf-long_nifty,2020-11-23 13:15:00,2020-11-24 11:15:00,12933.9,13028.3,29038.9,29518.75,16716.249999999945
256,long_bnf-long_nifty,2020-11-24 13:15:00,2020-11-24 15:15:00,13050.9,13075.55,29728.4,29802.55,3086.2499999999272
257,short_bnf-short_nifty,2020-11-25 09:15:00,2020-12-01 15:15:00,12986.65,13097.25,29651.4,29774.1,8597.499999999945
258,long_bnf-long_nifty,2020-12-02 09:15:00,2020-12-04 15:15:00,13088.75,13270.7,29650.7,30138.3,21287.5
259,short_bnf-short_nifty,2020-12-07 09:15:00,2020-12-07 11:15:00,13289.8,13332.4,30005.5,30303.95,9591.250000000036
260,short_bnf-short_nifty,2020-12-07 13:15:00,2020-12-08 11:15:00,13358.6,13380.1,30202.4,30245.35,2148.7499999999272
261,short_bnf-short_nifty,2020-12-08 13:15:00,2020-12-11 13:15:00,13390.15,13517.3,30251.45,30617.85,15517.499999999927
262,short_bnf-short_nifty,2020-12-11 15:15:00,2020-12-15 11:15:00,13505.55,13537.95,30600.8,30559.9,597.5000000001273
263,long_bnf-long_nifty,2020-12-15 13:15:00,2020-12-24 11:15:00,13572.65,13695.55,30689.35,30327.9,-2891.2499999999454
264,long_bnf-long_nifty,2020-12-24 15:15:00,2020-12-28 11:15:00,13740.4,13864.95,30374.7,30831.25,17641.250000000036
265,short_bnf-short_nifty,2020-12-28 13:15:00,2021-01-01 11:15:00,13870.9,14030.35,30859.3,31273.8,18335.000000000036
266,long_bnf-long_nifty,2021-01-01 13:15:00,2021-01-05 15:15:00,14016.15,14199.3,31229.45,31705.6,21061.249999999927
267,short_bnf-short_nifty,2021-01-06 09:15:00,2021-01-08 15:15:00,14216.45,14343.9,31867.45,32078.15,11639.999999999964
268,long_bnf-long_nifty,2021-01-11 11:15:00,2021-01-13 15:15:00,14441.95,14556.0,31985.95,32540.55,19567.499999999927
269,short_bnf-short_nifty,2021-01-14 09:15:00,2021-01-14 15:15:00,14567.45,14594.6,32605.5,32561.35,253.74999999994543
270,short_bnf-short_nifty,2021-01-15 09:15:00,2021-01-15 11:15:00,14483.35,14520.2,32220.55,32317.65,4270.000000000073
271,short_bnf-short_nifty,2021-01-15 13:15:00,2021-01-18 15:15:00,14433.45,14230.2,32235.25,31678.55,-24080.00000000002
272,long_bnf-long_nifty,2021-01-19 09:15:00,2021-01-19 15:15:00,14432.8,14526.6,32027.75,32437.2,14926.250000000073
273,short_bnf-short_nifty,2021-01-20 09:15:00,2021-01-20 11:15:00,14611.7,14602.25,32558.2,32461.5,-2890.0000000000546
274,long_bnf-long_nifty,2021-01-20 13:15:00,2021-01-28 15:15:00,14643.85,13819.75,32537.25,30347.55,-95947.50000000003
275,short_bnf-short_nifty,2021-01-29 09:15:00,2021-02-10 13:15:00,13869.9,15107.15,30538.8,35774.25,192748.75
276,long_bnf-long_nifty,2021-02-10 15:15:00,2021-02-12 13:15:00,15137.8,15162.15,35901.65,36093.85,6022.499999999945
277,short_bnf-short_nifty,2021-02-12 15:15:00,2021-02-19 11:15:00,15164.7,15080.4,36124.2,36273.35,-486.2500000000182
278,long_bnf-long_nifty,2021-02-19 13:15:00,2021-02-25 09:15:00,15006.25,15136.4,35940.35,37038.35,33957.499999999985
279,short_bnf-short_nifty,2021-02-25 11:15:00,2021-02-26 11:15:00,15130.9,14591.15,36814.2,34799.7,-77350.0
280,long_bnf-long_nifty,2021-02-26 13:15:00,2021-03-09 11:15:00,14548.3,14973.55,34864.7,35665.95,41293.75
281,short_bnf-short_nifty,2021-03-09 13:15:00,2021-03-10 15:15:00,15113.7,15168.15,35932.85,35945.15,3030.000000000018
282,short_bnf-short_nifty,2021-03-12 09:15:00,2021-03-12 15:15:00,15269.9,15023.95,36199.45,35453.0,-30958.749999999873
283,long_bnf-long_nifty,2021-03-15 09:15:00,2021-03-25 15:15:00,14812.3,14346.4,34559.75,33032.45,-61477.50000000006
284,short_bnf-short_nifty,2021-03-26 09:15:00,2021-03-26 13:15:00,14482.4,14495.45,33317.25,33239.35,-1294.9999999999818
285,long_bnf-long_nifty,2021-03-26 15:15:00,2021-03-30 09:15:00,14518.9,14757.7,33445.15,33893.95,23159.999999999945
286,short_bnf-short_nifty,2021-03-30 11:15:00,2021-03-30 13:15:00,14762.45,14850.1,33665.4,33879.3,9730.000000000018
287,long_bnf-long_nifty,2021-03-30 15:15:00,2021-04-15 13:15:00,14855.0,14587.9,33893.55,32115.5,-57806.25000000009
288,short_bnf-short_nifty,2021-04-15 15:15:00,2021-04-19 11:15:00,14589.4,14314.9,32153.8,30738.35,-49111.250000000015
289,long_bnf-long_nifty,2021-04-19 13:15:00,2021-04-20 11:15:00,14361.9,14377.05,31239.7,31344.6,3379.9999999999272
290,long_bnf-long_nifty,2021-04-20 15:15:00,2021-04-22 13:15:00,14279.55,14406.9,31074.75,31802.65,24565.000000000055
291,short_bnf-short_nifty,2021-04-22 15:15:00,2021-04-30 15:15:00,14398.7,14617.55,31726.55,32714.35,35637.49999999991
292,long_bnf-long_nifty,2021-05-03 09:15:00,2021-05-05 15:15:00,14544.4,14635.0,32416.25,32851.55,15412.500000000091
293,short_bnf-short_nifty,2021-05-06 09:15:00,2021-05-06 11:15:00,14636.65,14712.45,32611.35,32875.3,10388.750000000164
294,long_bnf-long_nifty,2021-05-06 13:15:00,2021-05-17 11:15:00,14721.0,14838.05,32829.5,33108.35,12823.749999999927
295,short_bnf-short_nifty,2021-05-17 13:15:00,2021-05-26 15:15:00,14920.55,15299.7,33450.65,34674.7,49558.74999999996
296,long_bnf-long_nifty,2021-05-27 09:15:00,2021-05-27 13:15:00,15326.45,15332.0,34631.5,35086.4,11650.0
297,short_bnf-short_nifty,2021-05-27 15:15:00,2021-05-28 13:15:00,15370.15,15437.5,35134.3,35149.35,3743.749999999909
298,long_bnf-long_nifty,2021-05-28 15:15:00,2021-05-31 15:15:00,15455.3,15576.0,35222.65,35484.55,12582.500000000073
299,short_bnf-short_nifty,2021-06-01 09:15:00,2021-06-01 11:15:00,15553.85,15575.1,35269.2,35397.35,4266.250000000036
300,long_bnf-long_nifty,2021-06-01 13:15:00,2021-06-15 15:15:00,15575.8,15859.2,35350.6,35225.55,11043.750000000182
301,short_bnf-short_nifty,2021-06-16 09:15:00,2021-06-16 13:15:00,15784.35,15769.25,35094.95,35006.9,-2956.249999999909
302,short_bnf-short_nifty,2021-06-16 15:15:00,2021-06-17 11:15:00,15755.7,15725.95,34986.75,34782.15,-6602.499999999964
303,long_bnf-long_nifty,2021-06-17 13:15:00,2021-06-21 15:15:00,15704.55,15748.6,34683.25,34874.3,6978.750000000127
304,short_bnf-short_nifty,2021-06-22 09:15:00,2021-06-22 13:15:00,15864.3,15779.3,35159.85,34761.05,-14219.99999999989
305,long_bnf-long_nifty,2021-06-22 15:15:00,2021-06-24 11:15:00,15765.15,15790.4,34716.5,34822.7,3917.4999999999272
306,short_bnf-short_nifty,2021-06-25 09:15:00,2021-06-30 13:15:00,15805.7,15713.95,35025.45,34760.05,-11222.499999999854
307,long_bnf-long_nifty,2021-06-30 15:15:00,2021-07-05 15:15:00,15730.65,15838.4,34780.55,35218.6,16338.74999999989
308,short_bnf-short_nifty,2021-07-06 09:15:00,2021-07-09 11:15:00,15881.85,15677.0,35638.85,35090.3,-23956.24999999991
309,long_bnf-long_nifty,2021-07-09 15:15:00,2021-07-13 11:15:00,15697.05,15805.5,35090.4,35658.5,19625.0
310,short_bnf-short_nifty,2021-07-13 13:15:00,2021-07-16 13:15:00,15816.2,15923.25,35682.3,35759.55,7283.749999999964
311,long_bnf-long_nifty,2021-07-16 15:15:00,2021-07-27 11:15:00,15923.6,15715.4,35755.9,34747.8,-35612.5
312,short_bnf-short_nifty,2021-07-27 13:15:00,2021-07-28 11:15:00,15745.85,15666.1,34790.4,34347.8,-15052.499999999964
313,long_bnf-long_nifty,2021-07-28 13:15:00,2021-08-04 11:15:00,15713.1,16236.4,34530.8,35882.4,59954.99999999993
314,short_bnf-short_nifty,2021-08-04 13:15:00,2021-08-11 11:15:00,16265.7,16232.4,36062.15,35725.25,-10087.500000000091
315,long_bnf-long_nifty,2021-08-11 13:15:00,2021-08-24 13:15:00,16281.6,16624.65,35812.9,35706.15,14483.750000000055
316,short_bnf-short_nifty,2021-08-24 15:15:00,2021-08-25 11:15:00,16615.75,16667.2,35680.45,35568.0,-238.74999999989086
317,long_bnf-long_nifty,2021-08-25 13:15:00,2021-08-26 11:15:00,16628.75,16639.65,35561.2,35693.5,3852.5000000001455
318,short_bnf-short_nifty,2021-08-26 13:15:00,2021-08-27 11:15:00,16640.35,16699.7,35605.8,35619.6,3312.5
319,long_bnf-long_nifty,2021-08-27 13:15:00,2021-08-30 13:15:00,16711.9,16934.3,35634.75,36344.45,28862.499999999818
320,short_bnf-short_nifty,2021-08-30 15:15:00,2021-08-31 15:15:00,16938.5,17132.25,36357.3,36389.15,10483.749999999964
321,long_bnf-long_nifty,2021-09-01 09:15:00,2021-09-01 11:15:00,17112.8,17116.05,36679.3,36734.2,1534.9999999998545
322,short_bnf-short_nifty,2021-09-01 13:15:00,2021-09-02 15:15:00,17068.7,17233.85,36547.45,36875.35,16454.999999999927
323,short_bnf-short_nifty,2021-09-03 09:15:00,2021-09-03 11:15:00,17235.15,17294.6,36785.2,36813.8,3687.5
324,long_bnf-long_nifty,2021-09-03 13:15:00,2021-09-09 09:15:00,17320.9,17349.3,36754.0,36703.8,164.99999999996362
325,long_bnf-long_nifty,2021-09-09 11:15:00,2021-09-16 11:15:00,17318.65,17580.25,36604.3,37409.05,33198.74999999993
326,short_bnf-short_nifty,2021-09-16 13:15:00,2021-09-21 11:15:00,17625.45,17455.2,37630.7,37005.8,-24134.999999999854
327,long_bnf-long_nifty,2021-09-21 13:15:00,2021-09-27 11:15:00,17548.5,17886.25,37188.6,38226.05,42823.75000000011
328,short_bnf-short_nifty,2021-09-27 13:15:00,2021-09-30 15:15:00,17860.5,17608.65,38176.4,37411.05,-31726.24999999989
329,long_bnf-long_nifty,2021-10-01 09:15:00,2021-10-06 11:15:00,17528.25,17775.9,37213.2,37849.75,28296.250000000146
330,short_bnf-short_nifty,2021-10-06 13:15:00,2021-10-07 11:15:00,17652.5,17847.85,37522.5,37844.15,17808.749999999964
331,long_bnf-long_nifty,2021-10-07 13:15:00,2021-10-11 11:15:00,17790.25,18013.95,37751.05,38250.5,23671.249999999964
332,short_bnf-short_nifty,2021-10-11 13:15:00,2021-10-14 09:15:00,17950.75,18299.7,38306.45,38817.4,30221.250000000146
333,long_bnf-long_nifty,2021-10-14 11:15:00,2021-10-14 15:15:00,18283.7,18339.05,38857.95,39329.35,14552.499999999964
334,short_bnf-short_nifty,2021-10-18 09:15:00,2021-10-28 11:15:00,18494.5,18007.85,39683.7,40221.15,-10896.249999999964
335,long_bnf-long_nifty,2021-10-28 13:15:00,2021-11-02 13:15:00,17853.65,17896.1,39512.75,39966.75,13472.499999999854
336,short_bnf-short_nifty,2021-11-02 15:15:00,2021-11-03 13:15:00,17889.15,17820.5,39901.55,39370.25,-16715.000000000146
337,long_bnf-long_nifty,2021-11-03 15:15:00,2021-11-18 15:15:00,17833.0,17745.25,39416.45,37941.95,-41250.0
338,short_bnf-short_nifty,2021-11-22 09:15:00,2021-11-22 11:15:00,17552.3,17492.2,37304.55,37230.2,-4863.750000000073
339,long_bnf-long_nifty,2021-11-22 13:15:00,2021-11-23 09:15:00,17395.4,17385.25,37075.95,36995.2,-2526.2500000000728
340,long_bnf-long_nifty,2021-11-23 11:15:00,2021-11-24 11:15:00,17437.2,17582.75,37051.4,37819.3,26475.0
341,short_bnf-short_nifty,2021-11-24 13:15:00,2021-11-25 13:15:00,17415.05,17530.35,37430.95,37351.55,3780.000000000109
342,long_bnf-long_nifty,2021-11-25 15:15:00,2021-12-01 15:15:00,17547.0,17185.95,37382.25,36384.8,-42988.74999999989
343,short_bnf-short_nifty,2021-12-02 09:15:00,2021-12-02 11:15:00,17285.95,17319.85,36391.65,36306.4,-436.25000000010914
344,long_bnf-long_nifty,2021-12-02 13:15:00,2021-12-03 11:15:00,17404.1,17289.55,36486.8,36351.4,-9112.5
345,long_bnf-long_nifty,2021-12-03 13:15:00,2021-12-06 11:15:00,17197.0,17059.3,36204.45,36119.3,-9013.74999999989
346,short_bnf-short_nifty,2021-12-06 13:15:00,2021-12-09 15:15:00,16909.75,17502.65,35708.5,37049.95,63181.25
347,long_bnf-long_nifty,2021-12-10 09:15:00,2021-12-13 11:15:00,17461.05,17393.5,36957.05,37048.75,-1085.0000000000364
348,short_bnf-short_nifty,2021-12-13 13:15:00,2021-12-13 15:15:00,17366.3,17384.5,36906.05,36962.2,2313.749999999891
349,long_bnf-long_nifty,2021-12-14 11:15:00,2021-12-14 13:15:00,17347.45,17321.75,36920.75,36886.7,-2136.250000000109
350,short_bnf-short_nifty,2021-12-14 15:15:00,2021-12-16 13:15:00,17319.5,17236.85,36894.75,36549.0,-12776.250000000073
351,long_bnf-long_nifty,2021-12-16 15:15:00,2021-12-31 11:15:00,17285.6,17396.9,36585.45,35555.4,-20186.249999999745
352,short_bnf-short_nifty,2021-12-31 13:15:00,2022-01-13 11:15:00,17351.45,18214.55,35470.0,38462.7,117972.49999999985
353,long_bnf-long_nifty,2022-01-13 13:15:00,2022-01-18 13:15:00,18269.5,18097.6,38494.95,38164.15,-16864.999999999964
354,short_bnf-short_nifty,2022-01-19 09:15:00,2022-02-01 13:15:00,17977.35,17563.2,38083.3,38467.45,-11103.750000000036
355,long_bnf-long_nifty,2022-02-01 15:15:00,2022-02-02 11:15:00,17604.65,17745.75,38568.7,39164.25,21943.75
356,short_bnf-short_nifty,2022-02-02 13:15:00,2022-02-07 15:15:00,17778.15,17210.0,39337.1,37990.2,-62080.00000000011
357,long_bnf-long_nifty,2022-02-08 09:15:00,2022-02-09 15:15:00,17085.3,17471.6,37442.1,38602.4,48322.50000000004
358,long_bnf-long_nifty,2022-02-10 09:15:00,2022-02-10 11:15:00,17584.05,17602.75,39084.0,39153.2,2664.9999999999636
359,short_bnf-short_nifty,2022-02-10 13:15:00,2022-02-14 11:15:00,17599.6,17021.95,38986.55,37388.3,-68838.74999999988
360,long_bnf-long_nifty,2022-02-14 13:15:00,2022-02-21 11:15:00,16837.05,17346.35,36898.45,38022.55,53567.50000000011
361,short_bnf-short_nifty,2022-02-21 13:15:00,2022-02-24 11:15:00,17195.9,16535.0,37657.75,36075.9,-72591.25000000003
362,long_bnf-long_nifty,2022-02-24 13:15:00,2022-02-25 11:15:00,16273.1,16672.05,35236.65,36531.0,52306.24999999991
363,short_bnf-short_nifty,2022-02-25 13:15:00,2022-02-28 11:15:00,16657.5,16718.1,36425.35,36112.85,-4782.500000000073
364,long_bnf-long_nifty,2022-02-28 13:15:00,2022-03-10 11:15:00,16799.2,16631.95,36211.7,34868.1,-41952.49999999996
365,short_bnf-short_nifty,2022-03-10 13:15:00,2022-03-10 15:15:00,16615.85,16566.3,34540.6,34400.7,-5975.0
366,long_bnf-long_nifty,2022-03-11 09:15:00,2022-03-11 15:15:00,16607.85,16620.5,34514.55,34546.7,1436.2499999999272
367,short_bnf-short_nifty,2022-03-14 09:15:00,2022-03-21 13:15:00,16722.1,17124.9,34975.25,36038.2,46713.75000000007
368,short_bnf-short_nifty,2022-03-21 15:15:00,2022-03-22 11:15:00,17113.85,17229.85,36046.15,36138.0,8096.249999999964
369,long_bnf-long_nifty,2022-03-22 13:15:00,2022-03-30 11:15:00,17317.45,17492.3,36346.15,36270.55,6852.499999999964
370,short_bnf-short_nifty,2022-03-30 13:15:00,2022-04-08 15:15:00,17498.45,17800.3,36339.25,37803.1,51688.74999999989
371,long_bnf-long_nifty,2022-04-11 09:15:00,2022-04-11 11:15:00,17686.35,17740.8,37804.65,37872.85,4427.499999999964
372,short_bnf-short_nifty,2022-04-11 13:15:00,2022-04-18 13:15:00,17682.3,17179.45,37611.45,36745.4,-46793.74999999982
373,short_bnf-short_nifty,2022-04-18 15:15:00,2022-04-19 11:15:00,17185.8,17181.5,36791.6,36756.4,-1094.9999999998909
374,short_bnf-short_nifty,2022-04-19 15:15:00,2022-04-20 09:15:00,16869.15,17120.25,36070.65,36393.2,20618.749999999818
375,long_bnf-long_nifty,2022-04-20 11:15:00,2022-04-25 11:15:00,17137.1,16990.05,36378.25,36187.4,-12123.749999999927
376,short_bnf-short_nifty,2022-04-25 13:15:00,2022-04-26 15:15:00,16947.15,17201.45,36047.0,36390.15,21293.75
377,long_bnf-long_nifty,2022-04-27 09:15:00,2022-05-02 15:15:00,17066.95,17064.7,36087.55,36138.45,1159.9999999998545
378,short_bnf-short_nifty,2022-05-04 09:15:00,2022-05-05 15:15:00,16940.1,16669.2,36076.7,35160.1,-36459.999999999854
379,long_bnf-long_nifty,2022-05-06 09:15:00,2022-05-10 13:15:00,16371.9,16239.5,34442.35,34473.15,-5849.999999999909
380,short_bnf-short_nifty,2022-05-10 15:15:00,2022-05-13 11:15:00,16207.75,16076.35,34418.2,33906.5,-19362.49999999991
381,long_bnf-long_nifty,2022-05-13 13:15:00,2022-05-20 13:15:00,15753.05,16279.45,33094.6,34290.8,56225.00000000018
382,long_bnf-long_nifty,2022-05-20 15:15:00,2022-05-23 11:15:00,16278.7,16352.05,34311.55,34683.6,12968.749999999818
383,short_bnf-short_nifty,2022-05-23 13:15:00,2022-05-30 15:15:00,16210.4,16668.2,34227.6,35832.05,63001.25000000016
384,long_bnf-long_nifty,2022-05-31 09:15:00,2022-06-08 11:15:00,16649.05,16401.2,35822.05,35113.4,-30108.749999999964
385,short_bnf-short_nifty,2022-06-08 13:15:00,2022-06-08 15:15:00,16362.3,16335.4,34948.1,34888.75,-2828.7499999999454
386,long_bnf-long_nifty,2022-06-09 11:15:00,2022-06-15 13:15:00,16347.95,15693.65,34797.95,33347.1,-68986.25000000001
387,short_bnf-short_nifty,2022-06-15 15:15:00,2022-06-21 09:15:00,15682.9,15592.25,33330.0,33196.1,-7880.000000000018
388,short_bnf-short_nifty,2022-06-21 11:15:00,2022-06-21 15:15:00,15676.7,15634.15,33574.4,33186.55,-11823.750000000018
389,long_bnf-long_nifty,2022-06-22 09:15:00,2022-06-22 13:15:00,15487.55,15419.65,32914.85,32867.7,-4573.750000000018
390,short_bnf-short_nifty,2022-06-22 15:15:00,2022-06-23 09:15:00,15401.1,15613.6,32793.5,33370.95,25061.249999999927
391,short_bnf-short_nifty,2022-06-23 11:15:00,2022-06-23 13:15:00,15386.25,15561.0,32706.6,33125.65,19213.750000000073
392,long_bnf-long_nifty,2022-06-23 15:15:00,2022-06-24 11:15:00,15577.55,15680.25,33171.05,33664.25,17464.999999999964
393,short_bnf-short_nifty,2022-06-24 13:15:00,2022-06-28 11:15:00,15709.75,15762.05,33646.4,33521.1,-517.5000000001091
394,long_bnf-long_nifty,2022-06-28 13:15:00,2022-07-01 11:15:00,15842.6,15683.35,33614.2,33406.3,-13159.999999999854
395,short_bnf-short_nifty,2022-07-01 13:15:00,2022-07-14 13:15:00,15747.35,15942.5,33532.35,34660.8,37968.75000000009
396,long_bnf-long_nifty,2022-07-14 15:15:00,2022-07-19 11:15:00,15947.95,16272.55,34663.15,35446.95,35824.99999999982
397,short_bnf-short_nifty,2022-07-19 13:15:00,2022-07-29 11:15:00,16350.55,17106.2,35725.6,37501.5,82180.00000000012
398,long_bnf-long_nifty,2022-07-29 13:15:00,2022-08-10 11:15:00,17159.8,17498.35,37519.55,38307.15,36617.49999999993
399,short_bnf-short_nifty,2022-08-10 13:15:00,2022-08-17 11:15:00,17537.65,17934.8,38282.65,39383.8,47386.24999999993
400,short_bnf-short_nifty,2022-08-17 15:15:00,2022-08-19 11:15:00,17929.05,17810.55,39416.2,39127.8,-13134.999999999854
401,long_bnf-long_nifty,2022-08-19 13:15:00,2022-08-23 15:15:00,17765.0,17623.35,39018.9,38852.2,-11250.000000000182
402,short_bnf-short_nifty,2022-08-24 09:15:00,2022-08-29 11:15:00,17614.35,17326.8,38907.05,38259.4,-30568.75
403,long_bnf-long_nifty,2022-08-29 13:15:00,2022-08-29 15:15:00,17293.8,17339.1,38249.65,38346.85,4694.999999999891
404,short_bnf-short_nifty,2022-08-30 11:15:00,2022-09-07 11:15:00,17635.45,17617.85,39154.15,39500.6,7781.249999999818
405,long_bnf-long_nifty,2022-09-07 13:15:00,2022-09-08 11:15:00,17617.1,17723.2,39437.15,40013.1,19703.750000000036
406,short_bnf-short_nifty,2022-09-08 13:15:00,2022-09-21 13:15:00,17796.35,17716.75,40192.7,41206.4,21362.500000000182
407,short_bnf-short_nifty,2022-09-21 15:15:00,2022-09-22 11:15:00,17715.9,17608.25,41197.6,40571.4,-21037.5
408,long_bnf-long_nifty,2022-09-22 13:15:00,2022-09-30 11:15:00,17623.3,17071.95,40604.5,38579.8,-78184.99999999985
409,short_bnf-short_nifty,2022-09-30 13:15:00,2022-10-03 11:15:00,17066.05,17020.65,38584.6,38237.1,-10957.49999999989
410,long_bnf-long_nifty,2022-10-03 13:15:00,2022-10-03 15:15:00,16891.25,16876.0,38049.65,37974.9,-2631.25
